profile,p50_overhead_med_pct,p95_overhead_med_pct,p99_overhead_med_pct,p50_overhead_mean_pct,p95_overhead_mean_pct,p99_overhead_mean_pct
bursty,2.432059809700352,2.380240693160044,3.3212936678879257,2.305441601079171,2.4303225273794458,3.1783545174304724
default,57.54670188136253,51.12094570225006,47.57116615093869,53.75625252717732,66.89714072007831,45.39826316541279
delay40,1.5391311433514103,-0.3244903323386903,1.105978236024971,1.1766441366804556,0.5930844429696936,1.226939943644536
loss1,45.07170275782455,18.941396732434264,0.02097084757949498,47.14539420418794,23.360688020722367,-8.784960159650218
netem40,1.249349654863003,0.16403954806786272,-0.2775407429930003,3.138728508471964,7.551528718880772,21.689356466896594
slowlink,-3.0183341386496787,-1.3767547430107736,-1.1025821978554504,-3.0652725081450907,-1.8679050955379752,-0.7495396248671217
