profile,sizeKB,p50Ms_dta,p50Ms_mcp,p95Ms_dta,p95Ms_mcp,p99Ms_dta,p99Ms_mcp,p50Ms_overhead_pct,p50Ms_delta_ms,p95Ms_overhead_pct,p95Ms_delta_ms,p99Ms_overhead_pct,p99Ms_delta_ms
delay40,4,81.5407150000101,82.91648949997034,94.99896840000292,93.44077399992383,97.2217418199312,96.3761898700206,1.6872239836995218,1.3757744999602437,-1.6402224427513261,-1.5581944000790884,-0.8697148745562341,-0.8455519499106003
delay40,8,82.59471249999478,84.38005899998825,94.60394759994814,95.94118600001092,97.12227054005956,99.53958759994713,2.161574810244153,1.7853464999934658,1.4135122624243497,1.3372384000627733,2.488942079345753,2.4173170598875657
delay40,16,82.64266899996437,83.34325999999419,96.3890185999684,95.98317000002136,99.98475082000718,100.118851599982,0.8477352056842685,0.7005910000298172,-0.42105273592563375,-0.4058485999470349,0.13412123236294712,0.1341007799748155
delay40,32,82.17473949998384,83.66594400000758,95.73344119997346,95.03181900002528,98.89390533999772,98.84953679998873,1.814675055981205,1.4912045000237413,-0.7328914443622553,-0.7016221999481758,-0.044864787022465935,-0.044368540008989044
delay40,64,83.4590999999782,84.74364500003867,94.76198399998248,97.97693560002372,98.39069039998576,100.24264855994844,1.5391311433514103,1.2845450000604615,3.392659655629245,3.214951600041246,1.8822493799301014,1.8519581599626775
delay40,128,86.2240509999101,87.65130450006109,96.84674624999752,99.35879110004753,99.13193765000906,101.00181606000872,1.6552846724314432,1.4272535001509823,2.5938350510666406,2.512044850050003,1.8862522556568693,1.8698784099996573
delay40,256,88.75465299992356,88.59334199992009,98.95100419996308,98.29161280002444,100.6247251600679,100.51441895995288,-0.18174934445816418,-0.16131100000347942,-0.6663817161533037,-0.6593913999386416,-0.10962136784925436,-0.11030620011501924
delay40,512,89.93220650003059,89.69290600001113,100.1642167999933,99.83919360001455,101.05396956996644,102.17160448004957,-0.2660898796243502,-0.23930050001945347,-0.3244903323386903,-0.3250231999787445,1.105978236024971,1.117634910083126
delay40,1024,91.05294999998296,92.55664600001182,100.33953774999829,100.62722720000892,101.29156255000852,102.23417215995023,1.6514522594041694,1.5036960000288673,0.28671594115514715,0.28768945001063173,0.9305904521675611,0.9426096099417123
loss1,1,0.2055369999143295,0.2870777500793338,1.0973150999052446,1.1905223749927245,207.56349501498858,207.71033532497822,39.672054276841415,0.08154075016500428,8.494121250635173,0.09320727508747995,0.07074476654916531,0.14684030998964204
loss1,2,0.1529230000451207,0.2218480000738054,0.9364678999176252,1.113848000112918,207.95477423999924,207.01981695987283,45.07170275782455,0.06892500002868471,18.941396732434264,0.17738010019529282,-0.4495964488160217,-0.9349572801264117
loss1,4,0.1493190000765025,0.2427944999653846,0.911261499975808,1.5621092000044872,208.032089149917,207.8554257398704,62.60120938459982,0.0934754998888821,71.42271456063466,0.6508477000286792,-0.084921230550771,-0.17666341004658648
loss1,8,0.13230600010138,0.221553000039421,0.7559015000006184,1.070476200059056,206.08110720000693,207.1000497100432,67.45499060485173,0.089246999938041,41.61583222922302,0.3145747000584376,0.49443761433568634,1.0189425100362826
loss1,16,0.1663509998470544,0.2617500000633299,0.8975343999452879,1.4673513999907295,206.8811004800256,207.80723800002133,57.34801732720979,0.09539900021627548,63.48692596965382,0.5698170000454416,0.44766656685739786,0.9261375199957342
loss1,32,0.1888949999120086,0.2511970000341534,1.205730499909259,1.3370883999858056,207.82022039995528,207.00230064011183,32.98234476887501,0.06230200012214482,10.89446605907641,0.13135790007654657,-0.3935708268759128,-0.8179197598434484
loss1,64,0.2027024999260902,0.2880569999106228,1.4447775000007823,1.2989034000784152,207.2660239000339,7.735257519856085,42.1082621159851,0.08535449998453257,-10.0966480944151,-0.1458740999223671,-96.26795681496411,-199.53076638017782
loss1,128,0.3103799999225884,0.4013929998036474,1.761363049957435,2.314937499933876,207.52327631000665,207.5667956999736,29.323087796816306,0.09101299988105899,31.428753429897295,0.553574449976441,0.02097084757949498,0.04351938996694571
loss1,256,0.4242650000378489,0.4933070000261068,2.107714450010098,1.927612599986604,208.24403624988395,206.94626433002293,16.2733197369801,0.06904199998825788,-8.544888517637256,-0.1801018500234941,-0.6231976402453847,-1.2977719198610203
loss1,512,0.5493840000126511,0.9092325000092388,1.938709799945351,2.382170599908569,207.80242392007256,207.980363890084,65.50036040152266,0.35984849999658775,22.874016522520197,0.44346079996321786,0.08562940058864674,0.1779399700114368
loss1,1024,1.0083069999236614,1.615953000029549,2.8736832000780845,3.0590609998907894,207.9387731599435,208.0744157999754,60.26398707456085,0.6076460001058877,6.450878085923588,0.18537779981270486,0.06523200938940299,0.13564264003190374
netem40,1,80.95409849996213,83.17286275001243,96.32854444991099,96.32495392487617,239.5075738549209,217.88463692488386,2.7407682762983727,2.218764250050299,-0.003727373911157356,-0.0035905250348235995,-9.028080649814815,-21.622936930037042
netem40,2,82.84576799999923,84.44040699978359,96.08526979992166,97.85876499989536,397.8197864796966,99.98401640008667,1.9248285558586171,1.5946389997843653,1.8457513869364612,1.773495199973695,-74.86700767580108,-297.8357700796099
netem40,4,82.5834774998948,83.147251999937,95.80306955021804,95.83366670014802,99.65624806011562,334.83515444001307,0.6826722694535577,0.5637745000422001,0.03193754654587138,0.03059714992997442,235.99012701946248,235.17890637989746
netem40,8,79.93786699976772,80.74229650013149,97.57696059998123,97.7418074999703,377.1749634398892,383.288590830178,1.00631844525712,0.8044295003637671,0.1689403922559811,0.16484689998907243,1.620899577885989,6.113627390288798
netem40,16,84.0150204997044,84.00320499995723,98.74038740012328,217.985343200059,369.7086574903177,678.4424250400249,-0.01406355634611024,-0.011815499747171998,120.76614133254537,119.24495579993571,83.50731347366207,308.7337675497072
netem40,32,83.20549049973488,83.16424349998124,97.08981085037811,97.26596655007452,99.4940264301328,99.21788996994496,-0.04957244949330661,-0.0412469997536391,0.18143582540074835,0.17615569969640887,-0.2775407429930003,-0.27613646018784266
netem40,64,85.10667899996042,86.16995900031179,97.24569560023956,97.40521699981764,528.6001966796634,390.0325044801645,1.249349654863003,1.0632800003513694,0.16403954806786272,0.15952139957808242,-26.214082603429716,-138.56769219949894
netem40,128,87.53070600004867,86.7699324998539,167.8339363998728,100.21659750007092,471.0520342800394,102.6802140401816,-0.869150421561035,-0.7607735001947731,-40.288239881772284,-67.6173388998019,-78.20193809435108,-368.3718202398578
netem40,256,89.2019750000909,90.70307299983688,162.64395380015475,100.44650135012344,461.2654659000039,159.8118629400944,1.682808031710565,1.50109799974598,-38.241478393014894,-62.19745245003131,-65.35360334676791,-301.4536029599095
netem40,512,135.23046549991705,157.81173949991353,222.5253924999852,222.2395318002905,235.55154100002252,329.66630915988185,16.69836298833885,22.581273999996483,-0.1284620584119242,-0.28586069969469463,39.955063660504905,94.11476815985932
netem40,1024,164.65622200025246,180.255245000124,224.9945480003953,311.7760196999645,263.5656953999772,610.0274684800206,9.473691798811972,15.59902299987155,38.57047758304646,86.78147169956918,131.45177051750468,346.46177308004343
slowlink,1,129.23021825007163,127.1223979999777,150.75784597479503,149.78765989998357,155.955263599928,153.83771642998326,-1.6310583380855421,-2.107820250093937,-0.6435393584581126,-0.9701860748114655,-1.3577914082957059,-2.117547169944743
slowlink,2,132.6306119998917,124.10559999989346,154.41366939982402,150.01154299965128,159.93892623983322,158.1499585999176,-6.427635273224257,-8.525011999998242,-2.8508657408912983,-4.402126400172733,-1.1185317308139326,-1.7889676399156258
slowlink,4,133.19771199976094,127.95894350018352,154.43481674976647,146.9152488498017,158.7149180000415,158.1670097900275,-3.9330769432336945,-5.238768499577418,-4.869088498449703,-7.5195678999647555,-0.34521531870990946,-0.5479082100140147
slowlink,8,136.2163799998816,132.1049144999124,157.9450260501122,157.86917075002566,164.49226955992168,165.57814524997957,-3.0183341386496787,-4.111465499969199,-0.048026393729219206,-0.07585530008654473,0.6601378246911013,1.0858756900578896
slowlink,16,143.62352900020778,135.8028480000794,168.09873199993743,163.0247815998271,170.74138544032348,168.85882132008672,-5.445264473425572,-7.820681000128388,-3.0184346661890484,-5.073950400110334,-1.1025821978554504,-1.882564120236765
slowlink,32,159.9029360001441,151.84215900022537,184.85334765024012,176.633395399712,186.5145430802647,183.53505583992228,-5.041043774150262,-8.060776999918744,-4.446742433943397,-8.219952250528138,-1.5974557217558254,-2.979487240342422
slowlink,64,184.95058500021696,188.1545795002021,202.93808989990504,206.22545740022323,206.22920204010796,210.69723736042155,1.7323516440790765,3.2039944999851286,1.6198868836991727,3.2873675003181972,2.166538626011187,4.468035320313589
slowlink,128,235.21604999993,235.62682299967852,256.77786560021343,259.21162109961733,259.0722675198596,263.22722560018303,0.17463646709000216,0.41077299974853076,0.947805798492422,2.433755499403901,1.6037834230963781,4.154958080323411
slowlink,256,348.97455199994147,340.45677649974823,361.3486603498226,364.09227074994703,365.34306237007024,367.5397517499048,-2.440801328170963,-8.517775500193238,0.7592695645995634,2.743610400124453,0.6012675772694503,2.196689379834538
slowlink,512,556.1432519999798,548.3090509995818,573.4831196501851,565.5876636000351,575.2205679301918,566.5250503200665,-1.4086660176537231,-7.834201000398025,-1.3767547430107736,-7.895456050150074,-1.511684055633523,-8.695517610125307
slowlink,1024,1041.558146999916,976.1576129999012,1063.0281860500806,992.650761500001,1064.475685209935,998.0161794997751,-6.279105414171385,-65.40053400001489,-6.620466463037333,-70.3774245500797,-6.243402891542109,-66.45950571015976
